band,score,REJECTION REASON,name,city,domain,website,confidence,raw_before_caps,caps_applied,GOLD_pre2024_pts,pre2024_evidence,TierA_pts,TierA_what,TierB_pts,TierC_pts,pages_reached,pages_missing,repo,merged_PRs,PR_authors,repo_since,founder,founder_title,founder_linkedin,founder_confidence,scoring_evidence,why
Skip,25,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 25,Amgen Technology Private Limited,Hyderabad,wwwext.amgen.com,https://wwwext.amgen.com/,Inferred,25,,25,"Pre-2024 site verified, but medicines not software",0,,0,0,"/, careers, about, team, tech-stack",blog,,,,,Robert A. Bradway,"Chairman and Chief Executive Officer, Amgen Inc.",,medium,"Wayback 2023: biologic medicines portfolio, no software mention | cicd excerpts are drug pipelines, not build pipelines | Careers page is a job-search widget with no practice detail | own_vcs_orgs empty; no npm packages found","Pharmaceutical parent site where every product and pipeline signal is biological, not engineering maturity."
Skip,25,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 25,AUI Systems Private Limited,Delhi,auisys.com,https://auisys.com/nlu/,Inferred,25,,25,Verified via dated blog post 'Published 14 January 2021',0,,0,0,"/, careers, blog, team, tech-stack",about,,,,,Harpal Parmar,CEO & Co-Founder,,medium,"Blog post dated 14 January 2021 on deep-learning systems | Wayback pre-2024 existed but did not mention building software | Careers, blog, team, tech-stack reached; no review/CI/CD language | own_vcs_orgs empty; no npm packages found","A dated 2021 technical post proves pre-2024 activity, but nothing evidences a reviewed git workflow."
Skip,25,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 25,CDM Smith Global Services India LLP,Bengaluru,cdmsmith.com,https://www.cdmsmith.com/en-au,Inferred,25,,25,"Pre-2024 site verified, but civil/environmental projects not software",0,,0,0,"/, careers, about","blog, team, tech-stack",,,,,,,,low,"Wayback 2023: water, transportation, energy and facilities projects | signal_counts empty - no engineering-maturity family fired | pages_absent: blog, team, tech-stack | own_vcs_orgs empty; no npm packages found",Civil and environmental engineering consultancy rather than a software builder.
Skip,25,LOW SCORE (25) and capped by: Tier C withheld: no Tier A/B corroboration,CitiusTech Healthcare Technology Pvt Ltd,Mumbai,citiustech.com,https://www.citiustech.com/,Inferred,25,Tier C withheld: no Tier A/B corroboration,25,"REPAIRED: verified, 20230101 capture shows 'Digital & Product Engineering'",0,,0,0,"/, careers, blog, about, team",tech-stack,,,,,,,,low,"20230101 capture advertises Digital and Product Engineering | Decades of product engineering heritage, accelerators, frameworks | No named certification, CI/CD tooling or VCS org | Careers copy says engineering excellence, not code review","GOLD is verified and the product-engineering story reads substantive, but the bundle holds no Tier A/B artefact to unlock its 23 Tier C points."
Skip,25,LOW SCORE (25) and capped by: Tier C withheld: no Tier A/B corroboration,CodeTantra Tech Solutions Private Limited,Hyderabad,codetantra.com,https://www.codetantra.com/,Inferred,25,Tier C withheld: no Tier A/B corroboration,25,verified: pre-2024 capture advertises live programming-course platform,0,,0,0,"/, about","careers, blog, team, tech-stack",,,,,Ramana Telidevara,Founder & CEO,https://www.linkedin.com/in/ramanatsv,high,"Pre-2024 capture advertises programming courses on own platform | Owns assessment and proctoring platform, long-lived codebase | Team page recovered; no careers or blog found | No VCS, CI/CD, compliance or code-review evidence","A verified pre-2024 product platform, but nothing on the site evidences engineering process to build on."
Skip,25,LOW SCORE (25) and capped by: no careers/blog/team cap 40 (non-binding),DataFlow Services (India) Private Limited,Noida,corp.dataflowgroup.com,https://support.dataflowgroup.com/,Inferred,25,no careers/blog/team cap 40 (non-binding),25,Verified: 2022 snapshot shows established product and resource estate,0,,0,0,/,"careers, blog, about, team, tech-stack",,,,,,,,low,"2022 Wayback: case studies, white papers, resource library | Only the support-portal homepage was reachable | has_no_careers_blog_or_team true across fetched pages | own_vcs_orgs empty; no npm packages on domain",Background-verification group with proven pre-2024 presence but no engineering-practice evidence anywhere in the bundle.
Skip,25,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 25,Dev Accelerator Limited,Ahmedabad,devx.work,https://www.devx.work,Inferred,25,,25,"Pre-2024 flag true (2023 snapshot), but that page is workspace booking",0,,0,0,"/, careers, blog, about","team, tech-stack",,,,,Rushit Shah,Co-founder & Whole-time Director,,high,"2023 Wayback: 'Book your workspace' coworking booking flow | Blog written by a content-marketing specialist, not engineers | About: first workspace opened in Ahmedabad, 2017 | own_vcs_orgs empty; no OSS, no tech-stack page","Coworking-space operator rather than a software firm, with no engineering signals whatsoever."
Skip,25,LOW SCORE (25) and capped by: Tier C withheld: no Tier A/B corroboration,Direction Software Solutions,Mumbai,direction.biz,https://www.direction.biz/,Inferred,25,Tier C withheld: no Tier A/B corroboration,25,Verified: 2023 snapshot advertises application development and outsourced dev,0,,0,0,"/, careers, blog, about, team, tech-stack",,,,,,,,,low,"2023 Wayback: application development & maintenance, outsourced dev | Case studies: WHO Go.Data integration, Dynamics CRM rollouts | Careers page lists SAP Integration Solution Architect vacancy | Blog covers Scrum and low-code, never code review or CI/CD","Long-standing dev shop with real delivery history, but BPO-heavy positioning and no code-review, CI/CD or repo evidence."
Skip,25,LOW SCORE (25) and capped by: Tier C withheld: no Tier A/B corroboration,DTCC Enterprise Services India Pvt Ltd,Chennai,dtcc.com,https://www.dtcc.com/,Inferred,25,Tier C withheld: no Tier A/B corroboration,25,verified: pre-2024 capture lists delivered data and clearing services,0,,0,0,/,"careers, blog, about, team, tech-stack",,,,,,,,,"Pre-2024 capture lists delivered data and clearing services | Careers, blog and team pages recovered; cap-40 lifted | Financial market infrastructure, regulated clients implied | No VCS org, CI/CD or code-review evidence surfaced","Verified pre-2024 delivered-services portfolio, but the crawl surfaced no engineering-process evidence to score above GOLD."
Skip,25,LOW SCORE (25) and capped by: Tier C withheld: no Tier A/B corroboration,First American (India) Pvt Ltd,Bengaluru,firstam.co.in,https://www.firstam.co.in/,Inferred,25,Tier C withheld: no Tier A/B corroboration,25,Verified: 2023 snapshot states FAI delivers software development,0,,0,0,"/, careers, about","blog, team, tech-stack",,,,,,,,low,"2023 Wayback: 'FAI delivers software development, back-office' work | Careers: Technology, BPO and Corporate Services domains | GCC of First American Financial; title and mortgage data | own_vcs_orgs empty; no engineering blog or CI/CD evidence","Captive GCC that genuinely writes software, but shows no code-review or CI/CD evidence and heavy BPO bundling."
Skip,25,LOW SCORE (25) and capped by: Tier C withheld: no Tier A/B corroboration,GreatFour Systems Private Limited,Hyderabad,greatfour.com,https://greatfour.com/,Inferred,25,Tier C withheld: no Tier A/B corroboration,25,Verified: 2020 snapshot shows enterprise Harmony platform already shipping,0,,0,0,"/, blog, about, team","careers, tech-stack",,,,,Pradeep Mittal,CEO,https://www.linkedin.com/in/pradeep-mittal-a66464,high,"2020 Wayback: Harmony enterprise product already live | Owns pharma products: proofing, labelling, regulatory intelligence | QA mention is a customer testimonial about a product feature | No careers page; own_vcs_orgs empty; no OSS packages","Long-lived pharma product vendor, but with no careers page or process evidence its positioning proxies cannot be counted."
Skip,25,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 25,HanuAl Private Limited,Delhi,roadathena.com,https://roadathena.com/,Inferred,25,,25,Verified: 2020 snapshot advertised own product,0,,0,0,"/, about, team","careers, blog, tech-stack",,,,,Prerna Kalra,Co-Founder,https://www.linkedin.com/in/prerna-kalra-2497661,high,Wayback 2020 snapshot names 'Our Product' road-anomaly platform | Homepage: platform for road management teams (owns_product) | No careers or blog page fetched (pages_absent) | own_vcs_orgs and npm_packages_on_own_domain both empty,"Real pre-2024 product, but the bundle shows no repo, code-review, CI/CD or hiring evidence, so only the GOLD gate scores."
Skip,25,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 25,Kalpatharu Software Limited,Chennai,kalsofte.com,https://kalsofte.com/new/,Inferred,25,,25,verified: 2021 capture advertises software development,0,,0,0,"/, blog, about, team","careers, tech-stack",,,,,T. Mani,Founder,,medium,"2021 snapshot: 'leading Software Development Company from Coimbatore' | Wayback history back to 2007 | Blog, about and team pages reached; no engineering content | No careers JD, no repo, no CI/CD, no certifications","Pre-2024 software delivery is now proven, but the site carries zero engineering-process signal beyond that."
Skip,25,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 25,Kreeti Technologies Private Limited,Kolkata,kreeti.com,https://www.kreeti.com:443/,Inferred,25,,25,Verified: 2023 snapshot 'custom application development',0,,0,0,"/, careers, team","blog, about, tech-stack",,,,,,,,,"2023 snapshot: 'Custom Application Development Company' (wayback) | Homepage: Ruby on Rails, Elixir, Phoenix, ReactJS delivery | Testimonial: five years of agile Rails services for client | Careers page reached but no git/PR/CI/code-review mention","Verified pre-2024 custom-application shop with a credible stack, but no repo, blog or hiring language evidencing review practice."
Skip,25,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 25,LoudCloud Systems Private Limited,Mumbai,bnedloudcloud.com,https://www.bnedloudcloud.com/,Inferred,25,,25,Verified: pre-2020 Wayback advertises software build,0,,0,0,"/, blog, about","careers, team, tech-stack",,,,,,,,low,"Wayback 2020 snapshot: 'we build software' for colleges/universities | Pages reached: home, blog, about only; no careers or team | No own VCS org or npm packages found | Scraper captured zero engineering signal excerpts","Pre-2024 software work is verified, but the site yielded no code-review, CI/CD or careers evidence to build on."
Skip,25,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 25,Marsh Mclennan (India) Private Limited,Gurugram,mercer.co.in,https://www.mercer.com/en-in/,Inferred,25,,25,Verified: pre-2022 Wayback snapshot flagged pre2024 evidence,0,,0,0,"/, careers, blog, about, team, tech-stack",,,,,,Pat Tomlinson,"President & CEO, Mercer",,medium,"Wayback 2022 snapshot quote covers benefits data products | Only 'cicd' hit is career-path 'skills pipeline' wording | All six pages reached; no Git, PR or CI/CD mention | Enterprise excerpts are risk/insurance consulting positioning","Consulting brand with no engineering-process evidence anywhere on six fetched pages, so Tier C cannot fire."
Skip,25,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 25,NCR Corporation India Pvt Ltd,Hyderabad,ncr.com,https://www.ncr.com:443/,Inferred,25,,25,Verified: pre-2020 Wayback advertises Aloha and Silver products,0,,0,0,"/, careers, about","blog, team, tech-stack",,,,,,,,low,"Wayback 2020 snapshot names shipped products Aloha and Silver | Homepage: platform, applications and services, plus POS hardware | Careers page reached but no code-review or CI/CD JD text | No blog or team page; no VCS org found","Long-standing product firm but the fetched pages carry only marketing copy, giving no Tier A or B process evidence."
Skip,25,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 25,Pennant Technologies Pvt Ltd,Hyderabad,pennanttech.com,https://www.pennanttech.com/,Inferred,25,,25,Verified: pre-2020 Wayback lists Product Engineering service line,0,,0,0,"/, careers, blog, about, team, tech-stack",,,,,,,,,low,"Wayback 2020: 'Enterprise Application Integration Product Engineering Consulting' | About: lending platform for banks and NBFCs, own leadership team | All six pages reached yet no Git, PR, CI/CD or QA text | Careers copy stays at 'cutting-edge products', no process detail","A real lending-product company with verified pre-2024 history, but six fetched pages produced zero Tier A/B process evidence, so Tier C cannot fire — a manual re-check may be warranted."
Skip,25,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 25,Pragma Edge Software Services Private Limited,Hyderabad,pragmaedge.com,https://pragmaedge.com/,Inferred,25,,25,Verified: 2023 Wayback portfolio page flagged pre2024 evidence,0,,0,0,"/, blog, about","careers, team, tech-stack",,,,,,,,,"Wayback 2023 snapshot shows a portfolio-of-projects page | Pages reached: home, blog, about; careers and team absent | Zero signal counts and zero excerpts from live pages | No own VCS org or npm packages found","Pre-2024 delivery portfolio is the only usable signal; nothing on process, CI/CD or hiring."
Skip,25,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 25,R S Software (India) Ltd,Kolkata,rssoftware.com,https://www.rssoftware.com/,Inferred,25,,25,Verified: pre-2020 Wayback claims two decades of payments software,0,,0,0,"/, careers, blog, about, team, tech-stack",,,,,,,,,low,Wayback 2020: 'software solutions for the world's leading payment brands' | All six pages reached including team and tech-stack | Scraper recorded zero signal counts and zero excerpts | No own VCS org or npm packages on domain,"Long payments-software history is verified, but the crawl surfaced no process, hiring or CI/CD evidence to act on."
Skip,25,LOW SCORE (25) and capped by: ITIL application-support bundling - generalist cap 30 (not binding),RheinBrucke IT Consulting Pvt Ltd,Chennai,rheincs.com,https://www.rheincs.com/,Inferred,25,ITIL application-support bundling - generalist cap 30 (not binding),25,Verified - 2023 snapshot advertises Epicor ERP case studies and whitepapers,0,,0,0,"/, careers, team","blog, about, tech-stack",,,,,,,,low,"2023 Wayback quote: Epicor ERP case studies, whitepapers, demos | Careers and team pages reached; no code review or git mentions | cicd hits are data pipelines and CRM 'sales pipeline' prose | Site: ITIL, SLA-based application and production support","Established ERP implementer with verified pre-2024 history but no engineering-process evidence, so Tier C cannot fire."
Skip,25,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 25,Schlumberger India Technology Centre Pvt Ltd,Pune,slb.com,https://www.slb.com/,Inferred,25,,25,Verified - 2023 snapshot shows technology development and case studies,0,,0,0,"/, careers, blog, about, team, tech-stack",,,,,,,,,low,"2023 Wayback quote: 'Our Technology Development ... Case Studies' | All six pages reached but zero signals extracted | No own VCS org found in bundle | No CI/CD, QA or code-review language captured",Pre-2024 software history is verified but the fetched pages yield no engineering-practice evidence.
Skip,25,NO ENGINEERING EVIDENCE — no public repo/OSS/eng-blog (Tier A) and no code-review/CI-CD/QA/certification signal (Tier B); scored 25,Smith & Nephew GBS Private Limited,Pune,smith-nephew.com,https://www.smith-nephew.com/en/,Inferred,25,,25,Verified flag from 2022 snapshot (medical technology portfolio),0,,0,0,"/, blog, team, tech-stack","careers, about",,,,,,,,low,"2022 Wayback snapshot flagged as pre-2024 evidence | Careers and about pages were not reached | cicd hit is 'product pipeline' in forward-looking statements | No repo, CI/CD tooling or code-review evidence","Medical device maker whose bundle evidences products, not software engineering practice."
Skip,25,LOW SCORE (25) and capped by: helpdesk/IT-support bundling - generalist cap 30 (not binding),Softprime Consulting Private Limited,Noida,softprimeconsulting.com,https://softprimeconsulting.com/,Inferred,25,helpdesk/IT-support bundling - generalist cap 30 (not binding),25,Verified - 2023 snapshot advertises iOS and Android app development,0,,0,0,"/, careers, blog, about","team, tech-stack",,,,,,,,low,"2023 Wayback: mobile app development for iOS and Android | Careers page: 'currently no open job opportunities' | Single DevOps CI/CD service line, no tools named | Odoo template site, placeholder phone +1 555-555-5556",Pre-2024 dev history but a thin templated site with no substantive process evidence.
Skip,25,LOW SCORE (25) and capped by: generalist-agency cap 30,TSL Consulting Private Limited,Pune,tslconsulting.in,https://tslconsulting.in/,Inferred,25,generalist-agency cap 30,25,"Wayback pre-2023 snapshot verified, but marketing not software",0,,0,0,"/, careers, blog, team","about, tech-stack",,,,,,,,low,"Homepage: outbound, inbound, channel, digital marketing service lines | Blog: SEO, content syndication, landing-page optimization posts | 'cicd' hits are sales-pipeline prose, not build pipelines | No VCS org, no npm package, no engineering JD","A B2B demand-generation marketing agency with zero engineering-process evidence, so the generalist-agency cap applies and it is a Skip."
Skip,25,LOW SCORE (25) and capped by: Tier C void: no Tier A/B corroboration,Vara Technology Private Limited,Kolkata,varatechnology.com,https://www.varatechnology.com/,Inferred,25,Tier C void: no Tier A/B corroboration,25,2020 Wayback snapshot advertises IoT centre of excellence,0,,0,0,"/, careers, blog, about, tech-stack",team,,,,,,,,low,"2020 snapshot: 'IoT center of excellence' plus client list | Careers page lists sales and pre-sales solutioning roles only | BFSI, Government, Manufacturing verticals named on homepage | No VCS org, no CI/CD, QA or code-review mention","Pre-2024 software work is credible but every engineering-process signal is missing and the careers page is sales-only, so Tier C cannot fire."
Skip,25,LOW SCORE (25) and capped by: generalist-agency cap 30,Velocity Software Solutions Pvt Ltd,Noida,velsof.com,https://www.velsof.com/,Inferred,25,generalist-agency cap 30,25,2020 snapshot: eCommerce web and mobile app development,0,,0,0,"/, careers, blog, about, tech-stack",team,velsof,0,0,,,,,,"own_vcs_org 'velsof' has 0 merged PRs, 0 human authors | 2020 Wayback: eCommerce and mobile app development India | Blog dominated by SEO tooling and site-speed content | Careers page reached; no code review or Git mention","Real pre-2024 eCommerce dev shop, but the GitHub org is empty and SEO/marketing bundling triggers the agency cap, so Skip."
Skip,25,"LOW SCORE (25) and capped by: Tier C void: no Tier A/B corroboration; BPO cap-20 considered, not applied (payments tech is core)",Worldline Global Services Private Limited,Mumbai,worldline.com,https://worldline.com/,Inferred,25,"Tier C void: no Tier A/B corroboration; BPO cap-20 considered, not applied (payments tech is core)",25,"Verified: site since 1998, dated pre-2024 payments milestones on live site",0,,0,0,"/, blog, about, team, tech-stack",careers,,,,,,,,low,"Wayback first snapshot 1998; dated corporate technology milestones | Ships software licensing and SaaS payment platforms | Open banking tooling; France's first card-transaction contract | No careers page reached, no CI/CD or QA evidence","Decades-old payments technology firm so GOLD is clearly earned, but the pages reached show only positioning and BPO delivery options with no Tier A/B engineering signal to corroborate Tier C."
Skip,25,LOW SCORE (25) and capped by: Tier C void: no Tier A/B corroboration,Airamatrix Private Limited,Thane,airamatrix.com,https://www.airamatrix.com/,Inferred,25,Tier C void: no Tier A/B corroboration,25,2022 snapshot: Nature Portfolio publication and innovation award,0,,0,0,"/, careers, about","blog, team, tech-stack",,,,,Chaith Kondragunta,CEO,https://www.linkedin.com/in/chaithkondragunta,high,"2022 Wayback shows AI life-sciences product work and award | Homepage: diagnostic, prognostic, predictive tools portfolio | Careers page reached but no code review or Git mention | No blog, no team page, no VCS org, no OSS","A credible AI/digital-pathology product firm, but the site carries no CI/CD, QA or repo evidence, so deprioritize rather than exclude."
Skip,25,LOW SCORE (25) and capped by: no careers AND no blog AND no team - cap 40 (non-binding),AVA Software Private Limited,Kancheepuram,avasoft.biz,http://www.avasoft.biz,Inferred,25,no careers AND no blog AND no team - cap 40 (non-binding),25,Verified: 2017 capture claims 20+ Java applications delivered,0,,0,0,/,"careers, blog, about, team, tech-stack",,,,,,,,,"2017 Wayback: 'implementing 20+ JAVA Applications for customers' | Wayback first snapshot 2013 | Only homepage reachable; no careers, blog or team | No VCS org, CI/CD, QA or compliance signals","GOLD is now proven by a 2017 capture of delivered Java work, but nothing else on the reachable site evidences current engineering process."
Skip,25,"LOW SCORE (25) and capped by: Tier C void: no Tier A/B corroboration; BPO cap-20 considered, not applied (sells software, not a call centre)",Bitvoice Solutions Private Limited,Kochi,bitvoice.in,https://www.bitvoice.in/,Inferred,25,"Tier C void: no Tier A/B corroboration; BPO cap-20 considered, not applied (sells software, not a call centre)",25,Verified: dated Feb-2023 blog posts plus own communication product,0,,0,0,"/, blog, about, team","careers, tech-stack",,,,,,,,low,"Dated blog post 'February 1, 2023' published on own site | Own product: IPPBX, voice logger, call-centre software | Wayback first snapshot 2016 | No CI/CD, QA, compliance or VCS evidence","Dated 2023 posts and a branded telephony product establish pre-2024 activity, but the site shows no engineering-process signal to build on."
Skip,25,LOW SCORE (25) and capped by: Tier C void: no Tier A/B corroboration,iLeaf Solutions Private Limited,Kochi,ileafsolutions.com,https://www.ileafsolutions.com/,Inferred,25,Tier C void: no Tier A/B corroboration,25,Verified: 2023 capture advertises web application development,0,,0,0,"/, careers, blog, about, team, tech-stack",,,,,,,,,low,"2023 Wayback: 'Web Application Development... optimal web solutions' | Wayback first snapshot 2012 | 'Specialize in product engineering, system architecture, integrations' | Blog is marketing/AI content, not code-review or CI/CD","GOLD is proven and all six pages were reached, but every page yields positioning language only, with no CI/CD, QA, compliance or VCS signal to corroborate the Tier C claims."
Skip,25,"LOW SCORE (25) and capped by: Tier C void: no Tier A/B corroboration; BPO cap-20 considered, not applied (software is core)",Mindmill Software Limited,Gautam Buddha Nagar,mindmill.com,https://www.mindmill.com,Inferred,25,"Tier C void: no Tier A/B corroboration; BPO cap-20 considered, not applied (software is core)",25,Verified: 2023 capture titled software development company; site since 2001,0,,0,0,"/, careers, blog, about, team, tech-stack",,,,,,,,,low,"2023 Wayback: 'Best Software Development Company In India' | Owns BankMill core-banking ERP product | Wayback first snapshot 2001 | Blog is generic marketing; no CI/CD, QA or compliance","A twenty-five-year-old firm with its own core-banking ERP clearly built software pre-2024, but all six pages yielded no CI/CD, QA, compliance or VCS signal, so Tier C has nothing to corroborate it."
Skip,25,LOW SCORE (25) and capped by: generalist-agency/training cap 30 (non-binding),SLR Infotech Pvt Ltd,Chandigarh(CH),slrinfotech.org,https://slrinfotech.org/,Inferred,25,generalist-agency/training cap 30 (non-binding),25,Verified: 2020 snapshot 'SLR Infotech | Software Development Company',0,,0,0,"/, careers, blog, about","team, tech-stack",,,,,,,,,"Homepage: 'Leading IT Training Institute' in PHP, Java, digital marketing | Course list: SEO, video editing, web design, Python, React training | Site promises 100% job placement assistance and student reviews | No VCS org, no engineering blog, no CI/CD or QA evidence",Now operates as a training institute with digital marketing courses; only the 2020 software-development snapshot earns points.
Skip,20,LOW SCORE (20) and capped by: BPO/back-office core business cap 20; generalist-agency cap 30,Axium Global Private Limited,Mumbai,axiumglobal.com,https://www.axiumglobal.com/,Inferred,20,BPO/back-office core business cap 20; generalist-agency cap 30,10,"REPAIRED 20180324 capture readable, no software language (weak +10)",0,,10,0,"/, careers, blog, about","team, tech-stack",,,,,,,,low,"CAD and MEP engineering design, not software development | ISO 9001:2015 and ISO 27001:2022 certified | Blog: 'Why an Indian Back Office Gives You the Edge' | 3D rendering and branding services bundled in",Engineering-design outsourcing rather than software build; the ISO certifications are the only real signal and the back-office cap binds at 20.
Skip,20,LOW SCORE (20) and capped by: managed-IT/SOC core business cap 20,Cetark Solutions Private Limited,Mohali,cetark.com,https://www.cetark.com/,Inferred,20,managed-IT/SOC core business cap 20,10,"pre-2024 capture exists, no software wording (weak +10)",0,,10,0,/,"careers, blog, about, team, tech-stack",,,,,,,,,"24x7x365 SOC and infrastructure management is core | ISO 27001 certified and GDPR compliant | Careers and team pages recovered; cap-40 lifted | No development, VCS or CI/CD evidence found","Managed security operations rather than software build, so the managed-IT cap holds it at 20 despite the certification."
Skip,20,LOW SCORE (20) and capped by: BPO core-business cap 20; generalist-agency cap 30,Corient Business Solutions Private Limited,Mumbai,corientbs.co.uk,https://corientbs.co.uk,Inferred,48,BPO core-business cap 20; generalist-agency cap 30,25,Verified: 2022 snapshot lists own products Xinowa and BillMyTask,0,,10,13,"/, blog, about, team, tech-stack",careers,,,,,Sachin Lohade,Co Founder,https://www.linkedin.com/in/sachinlohade1,high,"2022 Wayback: own products Xinowa, BillMyTask listed | Homepage: ISO 27001, GDPR, Cyber Essentials certified | Services: back-office support plus digital marketing/SEO | Blog posts are SEO pricing content, not engineering","Accounting-outsourcing BPO with marketing services bundled in, so the disqualifier caps hold it far below the bar."
Skip,20,LOW SCORE (20) and capped by: tier GOLD cap 45 (non-binding),Cypros Technologies Private Limited,Bengaluru,cypros.in,https://cypros.in/,Inferred,20,tier GOLD cap 45 (non-binding),10,Archived pre-2024 but snapshot did not evidence software building,0,,10,0,"/, about, team","careers, blog, tech-stack",,,,,,,,low,"Homepage: ISO 27001:2022, ISO 9001, CERT-In empanelled | Services listed are VAPT, ITGC, SOX, GDPR audits | No careers, blog or tech-stack page reachable | own_vcs_orgs empty; no OSS packages found",Security-audit and compliance consultancy; certifications score but nothing evidences that it writes software.
Skip,20,LOW SCORE (20) and capped by: tier GOLD cap 45 (non-binding),Escrownxt Services Private Limited,Chennai,escrowtech.in,https://www.escrownxt.com/,Inferred,20,tier GOLD cap 45 (non-binding),10,Archived pre-2024 but snapshot did not evidence software building,0,,10,0,"/, careers, blog, about, tech-stack",team,,,,,,,,low,"Homepage: ISO 9001:2015 and ISO 27001:2022 certified | Positions as pure-play software escrow provider, two decades | 'Version control' refers to escrowed client assets | own_vcs_orgs empty; careers page shows no git/PR terms",Software-escrow custodian rather than a builder; only its certifications contribute any score.
Skip,20,INSUFFICIENT SCORE (20) — below the 50 threshold,Intelliob Technologies Pvt Ltd,Mumbai,intelliob.com,https://intelliob.com/,Verified,20,,10,"Pre-2024 site, no software mention",10,engineering blog,0,0,"/, blog, about, team","careers, tech-stack",,,,,,,,low,"Firm-run dev.to/intelliob_technologies developer blog (external_blogs) | medium.com/@dev1.intelliob developer blog also listed | Post topics unverified, so partial Tier A credit only | Pre-2023 snapshot without software mention (wayback)","Firm-branded dev.to and Medium blogs verify a developer-facing culture, but no repo, CI or pre-2024 software artefact backs it up."
Skip,20,CAPPED — raw 50 cut to 20 by: managed-IT-services core cap 20,Kryptos Technologies Private Limited,Chennai,kryptostech.com,https://kryptostech.com/,Inferred,50,managed-IT-services core cap 20,25,Verified: 2022 snapshot showed Azure case studies,0,,15,10,"/, careers, blog, about, team, tech-stack",,,,,,Prasanna,Founder & Chairman,https://www.linkedin.com/in/prasanna-r-888088b,medium,"Homepage: 'Your Trusted MSP for all IT & Business needs' | Cloud page: containers, microservices, continuous integration/delivery | 2022 snapshot shows pre-2024 Azure case studies (wayback) | 36 'compliance' hits are GDPR cookie-banner text, not certifications","Genuine CI/CD language and pre-2024 delivery history, but a managed-IT-services core business caps the total at 20."
Skip,20,LOW SCORE (20) and capped by: BPO core business cap 20,NobleServe Systems Private Limited,Coimbatore,nobleserve.com,https://nobleserve.com/,Inferred,25,BPO core business cap 20,25,"Verified: 2023 Wayback mentions mobile, web, software development",0,,0,0,"/, careers, about","blog, team, tech-stack",,,,,,,,low,"Homepage services: mortgage originations, title, curative, valuations | Homepage: healthcare coding services and revenue cycle management | IT services is one of three lines beside two back-office lines | Careers and about reached; no Git, CI/CD or code-review text","Mortgage processing and medical-coding back office is the core business, so the BPO cap of 20 applies despite a software service line."
Skip,20,"CAPPED — raw 50 cut to 20 by: BPO core business cap 20; Tier GOLD cap 45 (2024 first archive, RED FLAG)",OIP Robotics Private Limited,Hyderabad,oipinsurtech.com,https://www.oipinsurtech.com/,Inferred,50,"BPO core business cap 20; Tier GOLD cap 45 (2024 first archive, RED FLAG)",0,RED FLAG: domain first archived April 2024,0,,35,15,"/, careers, blog, about, tech-stack",team,,,,,Bevin Beatovic,Founder Co-Chairwoman,https://www.linkedin.com/in/bevin-beatovic-1a51b96b,high,"Wayback lookup note: domain first archived 2024 or later, RED FLAG | Careers: batch hiring of Back Office Associates, 3-4 month training | Site: CI/CD pipelines, multi-environment deployments, ISO 27001 and SOC II | Careers FAQ: entry-level back-office roles continuously open","Insurance back-office operations with batch entry-level hiring is the core business, and the 2024-only web history argues against pre-LLM-era codebases."
